"Model Iteration","Pipe Key","Time","Dependent Variable","Fitted Observations","R bar^2","Standard Error","MAPE","DW","Jarque Bera","AIC","Bayesian R^2","Baye. R^2 STD","ELPD","ELPD SE","Eff Num Params","Warning","Scale","Marginal Log Like","ELPD Ratio","Bayes Factor"
"This Model","AMAZON_KPI_GMI_NATURE VALLEY_v19 (Bayesian)_FINAL_MODEL.rova.json","29-Jan-25 00:19:01","AMAZON_KPI_GMI_NATURE VALLEY GRAIN_SALES_EQUIVALENT_UNIT_1_QTY","156","0.78088","0.15402","0.04445","1.56315","6.70607","-359.26837","0.72988","0.02598","192.29049","11.44989","26.27077","true","log","","",""
